Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_03.raw
O70400	O70400	PDLI1_MOUSE	Pdlim1	PDZ and LIM domain protein 1		1.17105e+06	1.00619e+06		1.76039e+06		1.3778e+06	1.21494e+06	924947	575634			4.07068e+06	4.28679e+06	4.84906e+06	4.30195e+06	3.97411e+06	4.29797e+06
O70401	O70401	TSN6_MOUSE	Tspan6	Tetraspanin-6	1.39614e+07	5.46081e+06	5.39712e+06	907494	762579	751237	1.21777e+07	5.21709e+06	5.60537e+06	641708		1.25241e+06	1.08573e+06	1.07893e+06	923387	1.01159e+06	1.22757e+06	888404
O70404	O70404	VAMP8_MOUSE	Vamp8	Vesicle-associated membrane protein 8	2.46663e+07	1.45816e+07	1.24168e+07	6.10191e+06	3.51826e+06	2.98152e+06	2.22871e+07	1.54278e+07	1.3576e+07	6.82102e+06	2.61472e+06	3.33996e+06	3.43417e+06	3.3697e+06	3.48697e+06	3.22072e+06	2.9051e+06	3.66242e+06
O70421	O70421	FZD1_MOUSE	Fzd1	Frizzled-1	83604.8	17456.3	44926.5													46894.9		43178.2
O70422	O70422	TF2H4_MOUSE	Gtf2h4	General transcription factor IIH subunit 4	2.26962e+06	1.16633e+06	513452	4.27901e+06	2.44815e+06	661194	1.83865e+06	878001	704828	3.93812e+06	2.38247e+06	997266	1.43891e+06	1.07199e+06	1.34348e+06	1.46229e+06	1.42598e+06	1.32387e+06
O70433	O70433	FHL2_MOUSE	Fhl2	Four and a half LIM domains protein 2	3.60364e+06	1.23556e+06	1.44286e+06	2.6318e+06	2.28876e+06	1.03468e+06	1.27291e+06	1.16647e+06	1.21467e+06	2.65047e+06	2.39296e+06	1.11694e+06	2.62028e+06	2.54818e+06	2.67165e+06	2.77238e+06	2.72898e+06	3.2227e+06
O70435	O70435	PSA3_MOUSE	Psma3	Proteasome subunit alpha type-3	4.02969e+06	3.22491e+06	2.66535e+06	8.70744e+06	4.04051e+06	2.42671e+06	3.40996e+06	2.63316e+06	2.59621e+06	9.78736e+06	3.08733e+06	2.13514e+06	2.73519e+07	2.75164e+07	3.10431e+07	2.58953e+07	2.61583e+07	2.99687e+07
O70439	O70439	STX7_MOUSE	Stx7	Syntaxin-7	2.58482e+07	1.12634e+07	9.06236e+06	6.69604e+06	3.5167e+06	2.73758e+06	2.08789e+07	1.21369e+07	1.13688e+07	7.68887e+06	4.76744e+06	3.79884e+06	3.20842e+06	3.42644e+06	2.50184e+06	3.5752e+06	3.01125e+06	3.45332e+06
O70445	O70445	BARD1_MOUSE	Bard1	BRCA1-associated RING domain protein 1	106206	41107.4			176263	96000.7	153104	52709.3	24485.1		108750		77639.7	47255.3	82810.8	115155	114789	45207.8
O70456	O70456	1433S_MOUSE	Sfn	14-3-3 protein sigma	5.43152e+06	3.11714e+06	3.98991e+06	1.66423e+07	2.49079e+06	2.48638e+06	3.6337e+06	2.59057e+06	3.78658e+06	1.66795e+07	3.14306e+06	2.53096e+06	2.83287e+07		2.98405e+07			2.68528e+07
O70456;P61982;P62259;P63101;P68254;P68254-2;P68510;Q9CQV8;Q9CQV8-2	P68510;P62259;Q9CQV8;Q9CQV8-2;O70456;P63101;P68254;P68254-2;P61982	1433B_MOUSE;1433E_MOUSE;1433F_MOUSE;1433G_MOUSE;1433S_MOUSE;1433T_MOUSE;1433Z_MOUSE	Sfn;Ywhab;Ywhae;Ywhag;Ywhah;Ywhaq;Ywhaz	14-3-3 protein sigma	3.68112e+07	3.69004e+07	3.25271e+07	8.67098e+07	1.83413e+07	1.78398e+07	4.62366e+07	2.72517e+07	3.25925e+07	6.09698e+07	1.5822e+07	1.13711e+07	1.94876e+08	2.46535e+08	3.18715e+08	2.1692e+08	2.46157e+08	2.79537e+08
O70458;O70458-2	O70458;O70458-2	OSMR_MOUSE	Osmr	Oncostatin-M-specific receptor subunit beta	2.42533e+06	1.58483e+06	1.46263e+06	1.15344e+06	913253	940720	2.43837e+06	1.57241e+06	1.26298e+06	1.08737e+06	559966	646449	1.4402e+06	1.33045e+06	1.25193e+06	1.44697e+06	1.5134e+06	1.06034e+06
O70472	O70472	TM131_MOUSE	Tmem131	Transmembrane protein 131	1.45987e+07	1.78382e+07	1.59957e+07	1.95111e+07	2.48125e+07	2.744e+07	1.30073e+07	1.94306e+07	1.49641e+07	2.20953e+07	2.40379e+07	2.83579e+07	9.93596e+06	1.03936e+07	8.57901e+06	1.02544e+07	1.0546e+07	9.00194e+06
O70475	O70475	UGDH_MOUSE	Ugdh	UDP-glucose 6-dehydrogenase	1.39256e+06	722144	590419	907102	416445	315842	1.28226e+06	718116	482557	646360	433953		1.15753e+07	9.79426e+06	1.12544e+07	1.17566e+07	9.90377e+06	1.19002e+07
O70480	O70480	VAMP4_MOUSE	Vamp4	Vesicle-associated membrane protein 4	9.51893e+06	4.80934e+06	4.15821e+06	751237	731267	889059	8.00797e+06	5.28325e+06	4.29688e+06	921337	604151	611276	1.6942e+06	1.81442e+06	1.67102e+06	1.5619e+06	1.84242e+06	1.80458e+06
O70492	O70492	SNX3_MOUSE	Snx3	Sorting nexin-3	6.17174e+06	4.10837e+06	4.42016e+06	3.19039e+06	2.19165e+06	1.91268e+06	5.06775e+06	4.41581e+06	3.9956e+06	2.85045e+06	2.07594e+06	1.61067e+06	1.12536e+07	1.168e+07	1.22635e+07	1.16412e+07	1.22012e+07	1.22412e+07
O70492;O70493	O70492;O70493	SNX12_MOUSE;SNX3_MOUSE	Snx12;Snx3	Sorting nexin-3	900090						1.2926e+06						3.18537e+06	2.61487e+06	2.09979e+06	2.1095e+06	2.22527e+06	2.63167e+06
O70493	O70493	SNX12_MOUSE	Snx12	Sorting nexin-12	2.55547e+06	1.54961e+06	1.58715e+06	784016	1.20526e+06		2.75341e+06	2.05774e+06	1.48956e+06	1.99137e+06	1.13155e+06	1.17279e+06	1.08915e+07	8.73386e+06	1.01361e+07	1.02656e+07	9.05697e+06	1.03153e+07
O70494;O70494-2;O70494-3	O70494;O70494-2;O70494-3	SP3_MOUSE	Sp3	Transcription factor Sp3	478728	209480	183114	568159	460450	239157	442376	262717	181440	685790	466147	240731	424562	445598	410230	457243	479925	423664
O70496	O70496	CLCN7_MOUSE	Clcn7	H(+)/Cl(-) exchange transporter 7	2.21914e+07	1.06609e+07	8.41835e+06		831325	407913	1.74319e+07	1.16187e+07	9.07145e+06		463589	403762	1.27615e+06	1.14139e+06	1.24282e+06	1.36098e+06	1.40176e+06	1.20042e+06
O70503	O70503;O70503-2	DHB12_MOUSE	Hsd17b12	Very-long-chain 3-oxoacyl-CoA reductase	1.00728e+08	1.07422e+08	9.4894e+07	1.12655e+08	1.18113e+08	1.30922e+08	1.00335e+08	1.10439e+08	9.58816e+07	1.03954e+08	1.21369e+08	1.25292e+08	6.92943e+07	7.97924e+07	7.04649e+07	7.10486e+07	8.08993e+07	7.28852e+07
O70546;O70546-2	O70546;O70546-2	KDM6A_MOUSE	Kdm6a	Lysine-specific demethylase 6A					580583						163970	133945	874261	1.01883e+06	829711	548428	777683	804286
O70551	O70551	SRPK1_MOUSE	Srpk1	SRSF protein kinase 1	6.29427e+06	3.158e+06	2.18493e+06	6.6459e+06	8.17348e+06	3.58556e+06	8.38573e+06	1.68081e+06	1.54063e+06	6.66642e+06	4.56617e+06	2.12675e+06	1.10516e+07	9.45906e+06	1.18897e+07	9.51319e+06	1.04516e+07	1.16535e+07
O70554;O70555;O70558;O70559;O70562	O70562;O70559;O70554;O70558;O70555	SPR2B_MOUSE;SPR2D_MOUSE;SPR2G_MOUSE;SPR2H_MOUSE;SPR2K_MOUSE	Sprr2b;Sprr2d;Sprr2g;Sprr2h;Sprr2k	Small proline-rich protein 2B	507188	39080.7	93507.6	343463	662905		266666	28549.6	119188	42533.7	383554							
O70566	O70566	DIAP2_MOUSE	Diaph2	Protein diaphanous homolog 2	804652	420914	292115	1.94682e+06	1.58121e+06	481587		349016	218182	2.35537e+06	1.72478e+06	297388	1.02033e+06	909937	871709		849119	917244
O70572	O70572	NSMA_MOUSE	Smpd2	Sphingomyelin phosphodiesterase 2	3.10648e+06	3.49657e+06	3.09948e+06	2.58301e+06	2.99884e+06	3.44669e+06	2.73095e+06	3.03032e+06	2.75344e+06	1.73088e+06	3.22786e+06	3.06434e+06	2.24806e+06	2.27685e+06	2.17915e+06	1.93169e+06	2.22963e+06	2.2559e+06
O70579	O70579	PM34_MOUSE	Slc25a17	Peroxisomal membrane protein PMP34	1.68638e+06	3.07443e+06	2.25816e+06	2.48605e+06	2.95214e+06	3.11822e+06	3.79408e+06	3.09413e+06	2.00836e+06	2.64619e+06	2.63239e+06	2.78923e+06	2.77414e+06	2.49503e+06	3.04024e+06	2.84366e+06	2.14759e+06	2.59539e+06
O70583;O70583-2;O70583-3	O70583;O70583-2;O70583-3	TRI18_MOUSE	Mid1	E3 ubiquitin-protein ligase Midline-1	1.82338e+06	451332	416931	984464	525025	230933	1.21935e+06	330398	259253	1.05532e+06	700948	90788.9	155888	145727	206797	112905	180072	144151
O70585;O70585-2	O70585;O70585-2	DTNB_MOUSE	Dtnb	Dystrobrevin beta	858014	563193	841746	497662	440313	369359	813400	679725	689263	458319	466347	382007	357625	435692	311814	501665	442682	378761
O70589;O70589-3;O70589-4;O70589-5	O70589;O70589-2;O70589-3;O70589-4;O70589-5	CSKP_MOUSE	Cask	Peripheral plasma membrane protein CASK	5.43088e+06	4.02171e+06	4.95757e+06	5.94857e+06	3.5802e+06	3.75656e+06	4.4548e+06	3.99835e+06	4.88179e+06	5.68454e+06	3.63222e+06	3.65879e+06	4.07537e+06	4.28684e+06	4.04136e+06	4.29283e+06	4.54812e+06	4.3835e+06
O70591	O70591	PFD2_MOUSE	Pfdn2	Prefoldin subunit 2	296287	133909	137492	1.21416e+06	542916	749884				914589	237574	1.62585e+06	2.82099e+06	2.59194e+06	2.89473e+06	2.55396e+06	2.45994e+06	2.89792e+06
O88207	O88207	CO5A1_MOUSE	Col5a1	Collagen alpha-1(V) chain	940615	816284	601238		479467	510047		604385	699630	617979	431142	600067	742893	698973	792282	665669	763471	755690
O88207;O88207-2	O88207;O88207-2	CO5A1_MOUSE	Col5a1	Collagen alpha-1(V) chain	2.86703e+06	2.7505e+06	2.43344e+06	1.11171e+06	1.5415e+06	1.47319e+06	2.54927e+06	2.76803e+06	2.44047e+06	1.42642e+06	1.02223e+06	1.53405e+06	3.45656e+06	3.08597e+06	3.24911e+06	2.98887e+06	3.11116e+06	3.26159e+06
O88271	O88271	CFDP1_MOUSE	Cfdp1	Craniofacial development protein 1	271166	67402.8	43323.2	261417	547354	322654	71934.5			437933	284898	291533	6.25653e+06	4.57137e+06	6.05509e+06	6.11325e+06	4.98419e+06	5.88552e+06
O88286-3	O88286;O88286-2;O88286-3	WIZ_MOUSE	Wiz	Isoform 2 of Protein Wiz	2.70503e+06	1.28516e+06	981809	3.10793e+06	2.75724e+06	1.39816e+06	2.17276e+06	1.27179e+06	880762	3.73856e+06	2.98529e+06	1.51085e+06	5.53557e+06	5.37339e+06	4.95252e+06	5.24088e+06	5.12025e+06	4.75901e+06
O88291	O88291;O88291-2	ZN326_MOUSE	Znf326	DBIRD complex subunit ZNF326	3.30555e+06	1.48367e+06	868907	4.52512e+06	3.69212e+06	1.50833e+06	2.38734e+06	1.38366e+06	690499	4.33315e+06	3.2122e+06	1.53728e+06	5.39017e+06	5.58805e+06	5.30307e+06	5.59927e+06	5.35152e+06	5.09673e+06
O88322	O88322	NID2_MOUSE	Nid2	Nidogen-2	1.06111e+06	970487	973531			155859		810430	774180			212271	475712	36068.3	545226	673144	711378	452058
O88322;P10493	P10493;O88322	NID1_MOUSE;NID2_MOUSE	Nid1;Nid2	Nidogen-2	938854	744723	633281					924245	514138				284359	469236	373824	272949	438496	381725
O88327	O88327	CTNL1_MOUSE	Ctnnal1	Alpha-catulin	126200	113402	190631		140911	73578.6		114342	175217		33536.3	47513.2	165604	258632	210170	142759	278734	177983
O88342	O88342	WDR1_MOUSE	Wdr1	WD repeat-containing protein 1	1.33135e+07	1.0132e+07	1.07245e+07	7.52539e+06	4.41186e+06	4.10487e+06	1.29626e+07	9.55892e+06	1.07872e+07	9.65757e+06	4.27967e+06	4.35316e+06	4.05675e+07	3.36062e+07	3.66393e+07	4.00167e+07	3.45076e+07	3.89444e+07
O88379	O88379	BAZ1A_MOUSE	Baz1a	Bromodomain adjacent to zinc finger domain protein 1A	743440	436606	354115	1.86866e+06	1.69418e+06	738325	553277	340235	341691	1.96363e+06	1.80791e+06	841275	1.41516e+06	1.41944e+06	1.32316e+06	1.46529e+06	1.45654e+06	1.37197e+06
O88384	O88384	VTI1B_MOUSE	Vti1b	Vesicle transport through interaction with t-SNAREs homolog 1B	2.91917e+07	1.43366e+07	1.3053e+07	1.41582e+06	1.20831e+06	1.45634e+06	2.42e+07	1.41849e+07	1.27056e+07	1.48821e+06	1.11961e+06	1.44006e+06	3.88288e+06	3.89917e+06	3.33994e+06	3.73393e+06	3.9577e+06	3.66829e+06
O88393	O88393	TGBR3_MOUSE	Tgfbr3	Transforming growth factor beta receptor type 3	1.63654e+06	1.29548e+06	1.01023e+06	2.03526e+06	2.45918e+06	2.98328e+06	1.48963e+06	1.44964e+06	1.08195e+06	3.09938e+06	2.79674e+06	2.96702e+06	728535	906428	739174	606774	809216	333999
O88396	O88396	GRPE2_MOUSE	Grpel2	GrpE protein homolog 2, mitochondrial	4.73479e+06	6.60195e+06	7.45549e+06	5.3484e+06	3.66103e+06	6.53799e+06	3.09062e+06	6.22702e+06	7.02612e+06	4.60559e+06	4.14945e+06	5.7682e+06	1.33135e+06	1.61568e+06	1.35771e+06	1.21259e+06	1.60885e+06	1.39089e+06
O88398	O88398	AVIL_MOUSE	Avil	Advillin	1.37065e+06	880643	1.1347e+06				1.0131e+06	1.17869e+06	445171				1.78804e+06	1.77905e+06	1.45653e+06	1.8622e+06	1.1636e+06	1.45119e+06
O88413	O88413	TULP3_MOUSE	Tulp3	Tubby-related protein 3	602940	243911	131639	316293	54669.3				136994	323021	138030		1.07798e+06	1.01912e+06	708743	1.22856e+06	901743	1.12162e+06
O88425	O88425	NDK6_MOUSE	Nme6	Nucleoside diphosphate kinase 6	7.27729e+06	8.59355e+06	8.8828e+06	6.93905e+06	7.29423e+06	8.42069e+06	5.70682e+06	7.83421e+06	8.25626e+06	7.33132e+06	7.23057e+06	7.97027e+06	1.71795e+06	1.81079e+06	1.42044e+06	1.0695e+06	2.00618e+06	1.71279e+06
O88441	O88441	MTX2_MOUSE	Mtx2	Metaxin-2	3.2984e+07	4.01898e+07	4.92786e+07	3.78049e+07	2.70735e+07	4.34073e+07	2.62674e+07	4.58737e+07	5.44992e+07	3.8326e+07	3.10079e+07	4.47715e+07	8.15037e+06	6.02702e+06	7.03333e+06	7.30766e+06	7.57673e+06	7.12542e+06
O88447	O88447	KLC1_MOUSE	Klc1	Kinesin light chain 1		260218	149596				1.01865e+06		116374				3.40282e+06	2.29432e+06	3.00977e+06	2.93795e+06	2.31342e+06	2.56896e+06
O88447;O88448	O88448;O88447;Q9DBS5	KLC1_MOUSE;KLC2_MOUSE	Klc1;Klc2	Kinesin light chain 1	713043	427922	486465	219888						190544			1.45088e+06	1.31111e+06	1.50933e+06	1.61701e+06	1.44185e+06	1.5699e+06
O88448	O88448	KLC2_MOUSE	Klc2	Kinesin light chain 2	580643		286080	138549	137007	50322.8	517363	378592	245771	347018	295058		3.1418e+06	2.24852e+06	2.39571e+06	2.71424e+06	2.52673e+06	2.65949e+06
O88455	O88455	DHCR7_MOUSE	Dhcr7	7-dehydrocholesterol reductase	7.48234e+06	7.6228e+06	7.94664e+06	1.37696e+07	1.57187e+07	1.58146e+07	6.76e+06	7.82035e+06	8.08287e+06	1.22916e+07	1.61849e+07	1.62539e+07	5.47821e+06	6.08788e+06	5.58619e+06	6.29884e+06	6.78779e+06	6.20864e+06
O88456	O88456	CPNS1_MOUSE	Capns1	Calpain small subunit 1	1.17622e+06	1.018e+06	398892	856606	232322	718767	418569	561965	777477	1.15964e+06		723895	4.59223e+06	3.75389e+06	5.83755e+06	4.24521e+06	3.66887e+06	5.69482e+06
O88466	O88466;O88466-2;O88466-3	ZN106_MOUSE	Znf106	Zinc finger protein 106	247401				368506								510713	548947	433755	479244	414029	400542
O88477	O88477	IF2B1_MOUSE	Igf2bp1	Insulin-like growth factor 2 mRNA-binding protein 1	7.71988e+06	6.80935e+06	5.84568e+06	1.26086e+07	1.23676e+07	1.20162e+07	6.94662e+06	6.37495e+06	5.46768e+06	1.36284e+07	1.16413e+07	1.18327e+07	1.2698e+07	1.20521e+07	1.2854e+07	1.20345e+07	1.24439e+07	1.27522e+07
O88477;Q9CPN8	O88477;Q9CPN8	IF2B1_MOUSE;IF2B3_MOUSE	Igf2bp1;Igf2bp3	Insulin-like growth factor 2 mRNA-binding protein 1	5.66293e+06	4.45506e+06	3.65104e+06	7.26568e+06	7.7395e+06	8.1583e+06	5.64303e+06	4.27544e+06	4.04282e+06	7.09129e+06	7.96209e+06	8.20057e+06	6.30537e+06	6.64771e+06	6.69334e+06	6.43188e+06	6.55267e+06	6.43184e+06
O88487	O88487	DC1I2_MOUSE	Dync1i2	Cytoplasmic dynein 1 intermediate chain 2	2.10168e+06	887428	1.05768e+06	215965	694738	320450	1.58757e+06	1.07858e+06	1.03138e+06	691948	597415	426268	2.51536e+06	2.49862e+06	2.76838e+06	2.45551e+06	2.71694e+06	3.0018e+06
O88491	O88491	NSD1_MOUSE	Nsd1	Histone-lysine N-methyltransferase, H3 lysine-36 specific	447970	117287	64903.1	161086	284104	114859	603961	112655		368431	233897		483440	511460	347119	497794	498989	522534
O88502	O88502	PDE8A_MOUSE	Pde8a	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	378180			258699	105082		598117	205141		331717	211994		349131	401726	395346	593787	404648	473608
O88508;O88509;O88509-2;O88509-3;O88509-4;P0DOY1	O88508;O88508-2;P0DOY1;O88509;O88509-2;O88509-3;O88509-4	DNM3A_MOUSE;DNM3B_MOUSE;DNM3C_MOUSE	Dnmt3a;Dnmt3b;Dnmt3c	DNA (cytosine-5)-methyltransferase 3A										290822			222239	740462	543029	785310	1.00196e+06	781595
O88520	O88520	SHOC2_MOUSE	Shoc2	Leucine-rich repeat protein SHOC-2	1.14793e+06	715246	996811	3.78673e+06	2.00909e+06	1.393e+06	1.2882e+06	937257	815209	2.60961e+06	2.37046e+06	1.43601e+06	3.50456e+06	3.17241e+06	3.2645e+06	3.30083e+06	3.25671e+06	3.62525e+06
O88531	O88531	PPT1_MOUSE	Ppt1	Palmitoyl-protein thioesterase 1	3.74527e+07	1.8184e+07	1.64303e+07	2.14899e+06	2.29845e+06	1.69269e+06	2.94291e+07	1.98324e+07	1.64844e+07	2.19725e+06	2.15176e+06	1.54171e+06	3.33258e+06	2.99871e+06	2.86828e+06	2.48869e+06	3.17012e+06	3.21544e+06
O88532	O88532	ZFR_MOUSE	Zfr	Zinc finger RNA-binding protein	3.68954e+06	1.76372e+06	1.01393e+06	5.78373e+06	4.81873e+06	2.29073e+06	3.563e+06	1.7729e+06	986283	5.46286e+06	4.89581e+06	1.98381e+06	9.14538e+06	9.34417e+06	8.79149e+06	9.29711e+06	9.68817e+06	8.66172e+06
O88543	O88543	CSN3_MOUSE	Cops3	COP9 signalosome complex subunit 3	1.04715e+06	356993	694186	1.23344e+06	143862	381515	603023	608630	703947	1.4354e+06			5.17414e+06	4.64045e+06	5.90222e+06	5.06482e+06	5.00231e+06	6.50036e+06
O88544	O88544	CSN4_MOUSE	Cops4	COP9 signalosome complex subunit 4	930214	482136	181113	638442	614406	149937		159897	141117	1.4489e+06	497713	210619	4.60732e+06	4.7689e+06	5.88911e+06	4.75324e+06	4.85286e+06	5.88403e+06
O88545	O88545	CSN6_MOUSE	Cops6	COP9 signalosome complex subunit 6		403504	1.55668e+06					913867					4.57049e+06	4.15309e+06	5.22478e+06	4.25399e+06	3.42856e+06	5.18776e+06
O88554	O88554	PARP2_MOUSE	Parp2	Poly [ADP-ribose] polymerase 2	1.55024e+07	6.3322e+06	3.89993e+06	1.21973e+07	7.37991e+06	1.29354e+06	1.76955e+07	5.6446e+06	3.82482e+06	1.21119e+07	7.4671e+06	581457	2.54248e+06	2.76538e+06	2.705e+06	2.95615e+06	2.66553e+06	2.49996e+06
O88559	O88559;O88559-2	MEN1_MOUSE	Men1	Menin	1.148e+06	429826		1.1293e+06	1.06476e+06	405577	856952	350276	339490	975503	1.00871e+06	371896	2.4956e+06	2.68565e+06	2.62454e+06	2.66095e+06	2.65639e+06	2.41857e+06
O88561	O88561	S27A3_MOUSE	Slc27a3	Solute carrier family 27 member 3	2.61236e+06	4.04457e+06	3.46798e+06	2.13536e+06	3.49126e+06	3.85609e+06	2.93082e+06	4.60746e+06	3.47601e+06	4.22217e+06	3.29452e+06	3.33192e+06	3.51488e+06	3.58791e+06	3.07817e+06	3.70713e+06	4.03942e+06	3.6411e+06
O88569	O88569;O88569-2;O88569-3	ROA2_MOUSE	Hnrnpa2b1	Heterogeneous nuclear ribonucleoproteins A2/B1	1.43393e+08	7.6002e+07	4.2288e+07	1.5652e+08	1.58033e+08	7.4381e+07	1.29329e+08	7.98948e+07	4.47218e+07	1.83617e+08	1.63856e+08	8.21337e+07	2.38895e+08	2.80722e+08	2.52907e+08	2.41582e+08	2.70565e+08	2.57673e+08
O88572	O88572	LRP6_MOUSE	Lrp6	Low-density lipoprotein receptor-related protein 6	3.0888e+06	1.4736e+06	1.66482e+06	397477	300065	234078	1.24233e+06	1.17966e+06	1.37841e+06	343988		257462	443522	361652	427310	490208	667131	326232
O88572;Q91ZX7	Q91ZX7;O88572;Q91VN0	LRP1_MOUSE;LRP6_MOUSE	Lrp1;Lrp6	Low-density lipoprotein receptor-related protein 6	1.1489e+07	8.5506e+06	7.37894e+06	8.93986e+06	6.181e+06	6.53788e+06	1.08704e+07	6.47908e+06	6.47975e+06	8.57362e+06	6.67877e+06	6.09694e+06	5.49736e+06	4.40242e+06	4.82557e+06	5.17701e+06	4.23723e+06	5.12832e+06
O88574	O88574	SAP30_MOUSE	Sap30	Histone deacetylase complex subunit SAP30	707782			918942	465976					427451	345232		790968	1.1528e+06	1.07164e+06	774433	1.13349e+06	1.34266e+06
O88587;O88587-2	O88587;O88587-2	COMT_MOUSE	Comt	Catechol O-methyltransferase	3.20102e+06	4.46823e+06	3.74945e+06	1.87226e+06	2.52383e+06	4.12136e+06	2.90067e+06	3.68798e+06	3.96368e+06	1.86039e+06	3.08132e+06	3.47696e+06	3.51382e+06	4.05686e+06	3.78673e+06	3.73208e+06	3.93202e+06	3.33033e+06
O88597	O88597	BECN1_MOUSE	Becn1	Beclin-1	369603	240821	207708			70001.7	602515	216210	251689			28058.2	270933	428013		164045		396800
O88622;O88622-2	O88622;O88622-2	PARG_MOUSE	Parg	Poly(ADP-ribose) glycohydrolase		481167											672598	533451	1.04541e+06	855814	681602	670566
O88630	O88630	GOSR1_MOUSE	Gosr1	Golgi SNAP receptor complex member 1	9.95997e+06	4.3974e+06	3.39831e+06	1.7737e+06	2.89234e+06	1.4667e+06	6.99353e+06	4.50881e+06	3.75012e+06	3.49549e+06	3.63022e+06	2.74509e+06	1.56815e+06	1.40936e+06	1.73027e+06	1.81917e+06	2.33466e+06	1.54703e+06
O88643	O88643	PAK1_MOUSE	Pak1	Serine/threonine-protein kinase PAK 1													1.29362e+06	1.15047e+06	1.38352e+06	1.41541e+06	885502	1.51053e+06
O88643;Q61036;Q61036-2	Q61036;Q61036-2;O88643	PAK1_MOUSE;PAK3_MOUSE	Pak1;Pak3	Serine/threonine-protein kinase PAK 1	491961	79829.2				100880				825375	446995	189360	560561	578707	706378	647783	562369	543356
O88643;Q61036;Q61036-2;Q8CIN4	Q61036;Q61036-2;Q8CIN4;O88643	PAK1_MOUSE;PAK2_MOUSE;PAK3_MOUSE	Pak1;Pak2;Pak3	Serine/threonine-protein kinase PAK 1		441094		629245	543606			491459	222531	788224	474867	294873	4.18812e+06	3.09601e+06	3.79915e+06	4.17694e+06	3.1914e+06	3.84715e+06
O88643;Q8CIN4	Q8CIN4;O88643	PAK1_MOUSE;PAK2_MOUSE	Pak1;Pak2	Serine/threonine-protein kinase PAK 1	775229			3.19578e+06									1.76288e+06	1.58845e+06	2.09483e+06	1.90989e+06	1.87797e+06	1.7687e+06
O88653	O88653	LTOR3_MOUSE	Lamtor3	Ragulator complex protein LAMTOR3	2.39658e+07	1.22111e+07	9.40952e+06			419293	1.87503e+07	1.34008e+07	1.07436e+07				1.63356e+06	1.57013e+06	1.5477e+06	2.68413e+06	1.80466e+06	2.12855e+06
O88665	O88665	BRD7_MOUSE	Brd7	Bromodomain-containing protein 7	1.58636e+07	9.13333e+06	8.93297e+06	1.86899e+07	1.94812e+07	5.33792e+06	1.13477e+07	2.4087e+07	9.93245e+06	2.19996e+07	1.66454e+07	1.11721e+07	2.90104e+06	6.96779e+06	7.00133e+06	4.47096e+06	8.22181e+06	4.95599e+06
O88668	O88668	CREG1_MOUSE	Creg1	Protein CREG1	6.33206e+06	2.77019e+06	2.07273e+06				7.42181e+06	3.1484e+06	2.25931e+06				172699	345511			59483.3	
